"abs","ad_date","ad_title","ad_url","airbag","alarm","arka_bagaj","bike_id","canta_sistemi__uclu_","cbs","cekis_kontrolu","cift_ayak","city","color","gps","isitmali_elcik","karbon","km","koltuk_alti_bagaj","led_sinyal","led_stop","nos","on_cam","on_koruma_bari","price","sahibinden","ses_sistemi","sirt_destegi","xenon_far","yan_koruma_barlari","year"
"False","29.9.2017","1870 kmde Bajaj PULSAR 200 NS","/ilan/vasita-motosiklet-bajaj-1870-kmde-bajaj-pulsar-200-ns-486906844/detay","False","False","False",486906844,"False","False","False","False","Kastamonu","Mavi","False","False","False","1870.0","False","False","False","False","False","False","8700.0","True","False","False","False","False","2016.0"
"False","29.9.2017","Araç takaslı 2017 trafiğe çıkışlı açıklamayı oku","/ilan/vasita-motosiklet-bajaj-arac-takasli-2017-trafige-cikisli-aciklamayi-oku-486907543/detay","False","False","False",486907543,"False","False","False","False","Yalova","Siyah","False","False","False","5000.0","False","False","False","False","False","False","9500.0","True","False","False","False","True","2016.0"
"True","29.9.2017","temiz bakımlı 2017 full aksesuar Al Bin Gez bajaj pulsar Ns200","/ilan/vasita-motosiklet-bajaj-temiz-bakimli-2017-full-aksesuar-al-bin-gez-bajaj-pulsar-ns200-486732780/detay","False","True","True",486732780,"True","False","False","True","Ankara","Siyah","False","False","False","2000.0","False","True","True","False","False","False","11500.0","True","False","False","True","False","2017.0"
"False","26.9.2017","Açıklamayı Oku - Sahibinden 0 Ayarında, Garantili Pulsar NS 200","/ilan/vasita-motosiklet-bajaj-aciklamayi-oku-sahibinden-0-ayarinda-garantili-pulsar-ns-200-485833612/detay","False","False","True",485833612,"False","False","False","False","İstanbul","Siyah","False","False","False","7000.0","False","False","False","False","False","False","7999.0","True","False","False","False","True","2016.0"
"False","30.9.2017","SAHİBİNDEN TEMİZ 2016 MODEL 200NS","/ilan/vasita-motosiklet-bajaj-sahibinden-temiz-2016-model-200ns-487119131/detay","False","False","False",487119131,"False","False","False","False","Eskişehir","Siyah","False","False","False","12960.0","False","False","False","False","False","False","7750.0","True","False","False","False","False","2016.0"
"True","26.9.2017","CC BÜYÜTMEK İÇİN SATIYORUM","/ilan/vasita-motosiklet-bajaj-cc-buyutmek-icin-satiyorum-485515064/detay","False","False","False",485515064,"False","False","False","False","Antalya","Beyaz","False","False","False","3000.0","False","False","False","False","False","False","12500.0","True","False","False","False","False","2017.0"
"False","25.9.2017","SON FİYAT TERTEMİZ KAZASIZ DEĞİŞENSİZ PULSAR 200 NS","/ilan/vasita-motosiklet-bajaj-son-fiyat-tertemiz-kazasiz-degisensiz-pulsar-200-ns-485374081/detay","False","False","False",485374081,"False","False","False","False","Aydın","Siyah","False","False","False","9200.0","False","False","False","False","False","False","8500.0","True","False","False","False","False","2016.0"
"False","27.9.2017","Sıfırdan farkı fiyatı Temiz PULSAR 200NS","/ilan/vasita-motosiklet-bajaj-sifirdan-farki-fiyati-temiz-pulsar-200ns-453902477/detay","False","False","False",453902477,"False","False","False","False","Çanakkale","Siyah","False","False","False","14800.0","False","False","False","False","True","False","7900.0","True","False","False","False","False","2014.0"
"False","25.9.2017","Daha temizi yok Bajaj 2014","/ilan/vasita-motosiklet-bajaj-daha-temizi-yok-bajaj-2014-485426212/detay","False","False","False",485426212,"False","False","False","False","Hatay","Çift Renk","False","False","False","14000.0","False","False","False","False","False","False","7300.0","True","False","False","False","True","2014.0"
"False","25.9.2017","Çok temiz garantili","/ilan/vasita-motosiklet-bajaj-cok-temiz-garantili-464481082/detay","False","False","True",464481082,"False","False","False","False","İstanbul","Siyah","False","False","False","19500.0","False","False","False","False","True","False","8000.0","True","False","False","False","False","2015.0"
