abs,ad_date,ad_title,ad_url,airbag,alarm,arka_bagaj,bike_id,cbs,city,color,gps,isıtmalı_elcik,karbon,km,koltuk_altı_bagaj,led_sinyal,led_stop,nos,price,sahibinden,ses_sistemi,sırt_desteği,xenon_far,yan_koruma_barları,year,çanta_sistemi_(_üçlü_),çekiş_kontrolü,çift_ayak,ön_cam,ön_koruma_barı
False,15.3.2018,SON HAFTA 1800km,/ilan/vasita-motosiklet-honda-2017-aralik-trafige-1800-540843916/detay,False,False,False,540843916,False,İstanbul,Siyah,False,False,False,1800.0,False,False,False,False,7750.0,True,False,False,False,False,2017.0,False,False,False,False,False
True,11.3.2018,Temiz CBF 150,/ilan/vasita-motosiklet-honda-temiz-cbf-150-538733747/detay,False,False,False,538733747,False,İstanbul,Siyah,False,False,False,4700.0,False,False,False,False,7500.0,True,False,False,False,False,2017.0,False,False,False,False,False
False,13.3.2018,acil satlik,/ilan/vasita-motosiklet-honda-acil-satlik-530020374/detay,False,False,True,530020374,False,İstanbul,Kırmızı,False,True,False,20000.0,False,True,True,False,5500.0,True,False,False,False,False,2015.0,False,False,True,True,False
False,15.3.2018,motorsiklet,/ilan/vasita-motosiklet-honda-motorsiklet-540804463/detay,False,False,False,540804463,False,Eskişehir,Siyah,False,False,False,31681.0,False,False,False,False,5500.0,True,False,False,False,False,2011.0,False,False,False,False,False
False,11.3.2018,bu fiyata böyle temiz yok,/ilan/vasita-motosiklet-honda-bu-fiyata-boyle-temiz-yok-538713298/detay,False,False,True,538713298,False,İstanbul,Kırmızı,False,False,False,16000.0,False,False,False,False,6250.0,True,False,False,False,False,2015.0,False,False,False,True,False
True,15.3.2018,Honda cbf 150 cc,/ilan/vasita-motosiklet-honda-honda-cbf-150-cc-540781958/detay,False,False,False,540781958,False,Aydın,Siyah,False,False,False,11000.0,False,False,False,False,6650.0,True,False,False,False,False,2016.0,False,False,False,False,False
False,15.3.2018,SATILIK CBF 150,/ilan/vasita-motosiklet-honda-satilik-cbf-150-540762912/detay,False,False,False,540762912,False,İstanbul,Mavi,False,False,False,64000.0,False,False,False,False,3000.0,True,False,False,False,False,2008.0,False,False,False,False,False
False,11.3.2018,CBF 150 2017 4 BİN KM,/ilan/vasita-motosiklet-honda-cbf-150-2017-4-bin-km-538679508/detay,False,False,True,538679508,False,Eskişehir,Kırmızı,False,False,False,4050.0,False,False,False,False,7500.0,True,False,False,False,True,2017.0,False,False,True,False,False
False,11.3.2018,SAHIBINDEN 2016 MODEL 6250 KM DE ACİLLL,/ilan/vasita-motosiklet-honda-sahibinden-2016-model-6250-km-de-acilll-538701823/detay,False,False,False,538701823,False,İstanbul,Kırmızı,False,False,False,6250.0,False,False,False,False,6750.0,True,False,True,False,True,2016.0,False,False,False,False,True
False,15.3.2018,honda activa,/ilan/vasita-motosiklet-honda-honda-activa-540726000/detay,False,False,False,540726000,False,Bursa,Siyah,False,False,False,98000.0,False,False,False,False,2850.0,True,False,False,False,False,2009.0,False,False,False,False,False
False,15.3.2018,Servis Bakımlı Temiz 2017 CBF,/ilan/vasita-motosiklet-honda-servis-bakimli-temiz-2017-cbf-540723715/detay,False,False,False,540723715,False,Tekirdağ,Siyah,False,False,False,6000.0,False,False,False,False,8000.0,True,False,False,False,False,2017.0,False,False,False,False,False
False,13.3.2018,TEMİZ DOLU PAKET HONDA CBF150,/ilan/vasita-motosiklet-honda-temiz-dolu-paket-honda-cbf150-539739394/detay,False,True,True,539739394,False,Denizli,Kırmızı,False,False,False,29500.0,False,False,False,False,6750.0,True,False,False,False,False,2014.0,False,False,True,True,False
False,15.3.2018,2015 model Orjinal 4000 km de Aciklamayi okuyunuz,/ilan/vasita-motosiklet-honda-2015-model-orjinal-4000-km-de-aciklamayi-okuyunuz-540532239/detay,False,False,False,540532239,False,Ankara,Siyah,False,False,False,4000.0,False,False,False,False,4500.0,True,False,False,False,False,2015.0,False,False,False,False,False
False,13.3.2018,Sahibinden Satılık Temiz 2016 Model Honda CBF150,/ilan/vasita-motosiklet-honda-sahibinden-satilik-temiz-2016-model-honda-cbf150-539489487/detay,False,False,True,539489487,False,Aydın,Siyah,False,False,False,14500.0,False,False,False,False,7500.0,True,False,True,False,True,2016.0,False,False,True,False,True
